Order.ID,Ship.Date,Ship.Mode,Shipping.Cost
US-2012-103471,2012-12-28 00:00:00.000,Standard Class,74.06
CA-2013-106383,2013-03-22 00:00:00.000,Second Class,11.9
US-2013-157490,2013-10-08 00:00:00.000,First Class,199.5
CA-2013-157707,2013-10-13 00:00:00.000,First Class,5.94
CA-2013-159023,2013-11-06 00:00:00.000,First Class,38.91
CA-2013-109827,2014-01-02 00:00:00.000,Standard Class,18.05
CA-2014-134845,2014-04-24 00:00:00.000,Standard Class,120.31
CA-2014-105991,2014-05-07 00:00:00.000,First Class,8.44
US-2014-139647,2014-05-14 00:00:00.000,First Class,30.17
CA-2014-143378,2014-09-26 00:00:00.000,Standard Class,5.0
US-2014-132059,2014-09-30 00:00:00.000,Standard Class,23.96
CA-2014-141117,2014-10-09 00:00:00.000,Standard Class,14.05
CA-2014-159282,2014-10-22 00:00:00.000,Standard Class,31.24
US-2014-155425,2014-11-12 00:00:00.000,First Class,19.24
US-2014-112347,2014-12-07 00:00:00.000,Standard Class,10.93
CA-2014-116946,2014-12-24 00:00:00.000,Standard Class,9.21
CA-2011-146591,2011-01-21 00:00:00.000,First Class,6.03
US-2011-160780,2011-06-21 00:00:00.000,Same Day,1.43
US-2011-160780,2011-06-21 00:00:00.000,Same Day,1.96
CA-2011-133389,2011-06-22 00:00:00.000,Same Day,1.01
US-2011-119137,2011-07-27 00:00:00.000,Standard Class,1.15
CA-2011-161249,2011-08-13 00:00:00.000,Standard Class,0.82
CA-2011-129364,2011-12-13 00:00:00.000,Standard Class,0.78
CA-2011-124079,2011-12-17 00:00:00.000,Standard Class,0.34
CA-2011-111451,2011-12-28 00:00:00.000,First Class,20.47
CA-2011-148383,2011-12-31 00:00:00.000,Standard Class,179.87
US-2011-169789,2012-01-04 00:00:00.000,Standard Class,38.25
CA-2012-149636,2012-01-12 00:00:00.000,Standard Class,0.13
US-2012-110569,2012-05-30 00:00:00.000,Standard Class,1.4
CA-2012-122287,2012-06-23 00:00:00.000,Standard Class,0.77
CA-2012-122287,2012-06-23 00:00:00.000,Standard Class,0.41
CA-2012-149384,2012-07-10 00:00:00.000,Same Day,0.96
US-2012-160150,2012-07-20 00:00:00.000,First Class,0.25
CA-2012-101924,2012-09-09 00:00:00.000,Standard Class,0.6
CA-2012-124800,2012-09-30 00:00:00.000,Standard Class,4.48
CA-2012-124800,2012-09-30 00:00:00.000,Standard Class,6.03
CA-2012-106978,2012-10-04 00:00:00.000,Standard Class,0.06
CA-2012-150714,2012-11-01 00:00:00.000,Standard Class,1.35
CA-2012-105312,2012-11-09 00:00:00.000,First Class,0.76
US-2012-156867,2012-11-17 00:00:00.000,Standard Class,1.98
US-2012-165743,2012-11-23 00:00:00.000,Second Class,0.38
US-2012-165743,2012-11-23 00:00:00.000,Second Class,0.58
CA-2013-106306,2013-03-09 00:00:00.000,Same Day,1.19
US-2013-156986,2013-03-25 00:00:00.000,Standard Class,1.44
CA-2013-109869,2013-04-30 00:00:00.000,Standard Class,3.13
CA-2013-149279,2013-04-29 00:00:00.000,Standard Class,0.16
CA-2013-146010,2013-05-24 00:00:00.000,First Class,5.94
US-2013-105578,2013-06-05 00:00:00.000,Standard Class,0.98
US-2013-105578,2013-06-05 00:00:00.000,Standard Class,0.14
US-2013-105578,2013-06-05 00:00:00.000,Standard Class,0.72
CA-2013-112109,2013-07-13 00:00:00.000,Standard Class,2.2
CA-2013-112109,2013-07-13 00:00:00.000,Standard Class,0.84
CA-2013-134222,2013-07-12 00:00:00.000,Same Day,7.98
CA-2013-114727,2013-07-25 00:00:00.000,Standard Class,0.11
US-2013-123470,2013-08-22 00:00:00.000,Standard Class,0.69
CA-2013-130484,2013-08-28 00:00:00.000,Standard Class,1.7
CA-2013-140417,2013-09-30 00:00:00.000,Standard Class,0.66
CA-2013-118969,2013-10-04 00:00:00.000,First Class,9.21
US-2013-157490,2013-10-08 00:00:00.000,First Class,2.85
US-2013-157490,2013-10-08 00:00:00.000,First Class,2.83
CA-2013-159023,2013-11-06 00:00:00.000,First Class,0.89
CA-2013-134348,2013-11-20 00:00:00.000,Standard Class,0.31
CA-2013-134348,2013-11-20 00:00:00.000,Standard Class,0.32
CA-2013-145261,2013-12-22 00:00:00.000,First Class,7.16
CA-2013-134936,2013-12-26 00:00:00.000,Standard Class,0.38
CA-2013-134936,2013-12-26 00:00:00.000,Standard Class,0.41
CA-2013-167507,2013-12-29 00:00:00.000,Standard Class,2.95
CA-2014-161893,2014-01-28 00:00:00.000,Standard Class,0.76
CA-2014-134845,2014-04-24 00:00:00.000,Standard Class,0.51
CA-2014-134845,2014-04-24 00:00:00.000,Standard Class,2.77
CA-2014-134845,2014-04-24 00:00:00.000,Standard Class,1.04
CA-2014-105991,2014-05-07 00:00:00.000,First Class,0.97
CA-2014-102414,2014-05-19 00:00:00.000,Second Class,0.91
US-2014-107979,2014-06-14 00:00:00.000,Standard Class,5.01
US-2014-100209,2014-07-16 00:00:00.000,Standard Class,0.08
US-2014-142573,2014-07-24 00:00:00.000,Standard Class,0.57
US-2014-147655,2014-09-06 00:00:00.000,First Class,23.88
CA-2014-163692,2014-09-10 00:00:00.000,First Class,1.01
CA-2014-153822,2014-09-26 00:00:00.000,Standard Class,3.26
US-2014-125717,2014-10-02 00:00:00.000,First Class,22.4
CA-2014-141117,2014-10-09 00:00:00.000,Standard Class,1.21
US-2014-117331,2014-10-29 00:00:00.000,Standard Class,0.6
CA-2014-130141,2014-10-25 00:00:00.000,Second Class,0.75
US-2014-107272,2014-11-13 00:00:00.000,Standard Class,0.22
US-2014-109484,2014-11-13 00:00:00.000,Standard Class,0.17
US-2014-155425,2014-11-12 00:00:00.000,First Class,9.8
CA-2014-158120,2014-11-22 00:00:00.000,Standard Class,0.41
CA-2014-169894,2014-11-30 00:00:00.000,Second Class,0.55
CA-2014-145233,2014-12-06 00:00:00.000,Standard Class,0.56
CA-2014-147767,2014-12-03 00:00:00.000,Same Day,9.13
US-2014-112347,2014-12-07 00:00:00.000,Standard Class,1.45
CA-2014-139402,2014-12-14 00:00:00.000,Standard Class,0.94
US-2014-162068,2015-01-01 00:00:00.000,Second Class,0.22
CA-2011-103989,2011-03-21 00:00:00.000,First Class,0.94
CA-2011-130428,2011-03-31 00:00:00.000,Same Day,3.55
CA-2011-140165,2011-05-15 00:00:00.000,First Class,146.04
CA-2011-103317,2011-07-08 00:00:00.000,First Class,0.88
CA-2011-169775,2011-09-02 00:00:00.000,Second Class,26.29
CA-2012-121720,2012-06-12 00:00:00.000,First Class,0.64
CA-2012-121720,2012-06-12 00:00:00.000,First Class,11.87
CA-2012-156734,2012-06-20 00:00:00.000,First Class,0.94
CA-2012-140718,2012-07-04 00:00:00.000,First Class,0.5
CA-2012-116750,2012-07-10 00:00:00.000,Second Class,0.9
CA-2012-133977,2012-09-08 00:00:00.000,Second Class,0.85
CA-2012-141327,2012-12-03 00:00:00.000,First Class,0.71
CA-2012-155600,2012-12-07 00:00:00.000,Second Class,127.2
CA-2013-164784,2013-05-05 00:00:00.000,First Class,0.17
CA-2013-141180,2013-05-20 00:00:00.000,Second Class,0.56
CA-2013-145499,2013-06-01 00:00:00.000,First Class,0.47
CA-2013-133872,2013-06-18 00:00:00.000,First Class,4.63
US-2013-131891,2013-08-01 00:00:00.000,First Class,0.98
CA-2013-155670,2013-08-18 00:00:00.000,Second Class,0.98
CA-2013-136231,2013-09-08 00:00:00.000,Second Class,19.44
CA-2013-116918,2013-10-07 00:00:00.000,Second Class,0.33
CA-2013-144344,2013-10-29 00:00:00.000,Same Day,4.02
US-2013-158309,2013-11-30 00:00:00.000,First Class,0.95
US-2013-161844,2013-12-15 00:00:00.000,Second Class,0.05
CA-2013-112697,2013-12-21 00:00:00.000,Second Class,29.13
US-2013-168620,2013-12-29 00:00:00.000,Second Class,2.94
CA-2014-113481,2014-01-05 00:00:00.000,First Class,1.56
CA-2014-113481,2014-01-05 00:00:00.000,First Class,5.35
CA-2014-122154,2014-04-12 00:00:00.000,First Class,1.16
CA-2014-115070,2014-04-15 00:00:00.000,Second Class,0.77
CA-2014-161851,2014-04-18 00:00:00.000,First Class,3.12
CA-2014-144498,2014-05-07 00:00:00.000,Same Day,16.15
CA-2014-122987,2014-08-17 00:00:00.000,Same Day,1.35
US-2014-162558,2014-10-06 00:00:00.000,First Class,1.78
US-2014-162558,2014-10-06 00:00:00.000,First Class,4.62
CA-2014-167941,2014-11-10 00:00:00.000,Second Class,3.33
CA-2014-142671,2014-11-15 00:00:00.000,Second Class,1.93
CA-2014-104864,2014-11-24 00:00:00.000,Second Class,3.09
CA-2014-153654,2014-11-27 00:00:00.000,Second Class,1.48
US-2011-147774,2011-01-27 00:00:00.000,Standard Class,3.0
CA-2011-123400,2011-02-10 00:00:00.000,Standard Class,1.66
CA-2011-149958,2011-03-19 00:00:00.000,Standard Class,5.01
CA-2011-149958,2011-03-19 00:00:00.000,Standard Class,0.58
US-2011-158057,2011-03-26 00:00:00.000,Standard Class,0.33
US-2011-158057,2011-03-26 00:00:00.000,Standard Class,5.61
CA-2011-101770,2011-04-04 00:00:00.000,Standard Class,0.17
CA-2011-169257,2011-06-12 00:00:00.000,Standard Class,0.14
CA-2011-160773,2011-07-05 00:00:00.000,Standard Class,0.69
US-2011-156216,2011-09-17 00:00:00.000,Standard Class,1.77
CA-2011-165764,2011-11-07 00:00:00.000,Standard Class,0.63
CA-2011-148425,2011-12-04 00:00:00.000,Standard Class,0.66
CA-2011-112718,2011-12-21 00:00:00.000,Standard Class,0.07
US-2011-150574,2011-12-25 00:00:00.000,Standard Class,0.41
CA-2011-134621,2011-12-28 00:00:00.000,Standard Class,2.31
CA-2012-120621,2012-03-26 00:00:00.000,Standard Class,0.76
US-2012-136476,2012-04-10 00:00:00.000,Standard Class,8.81
CA-2012-153535,2012-05-24 00:00:00.000,Standard Class,0.71
CA-2012-162201,2012-06-12 00:00:00.000,Standard Class,1.64
CA-2012-101868,2012-06-16 00:00:00.000,Standard Class,3.09
CA-2012-101868,2012-06-16 00:00:00.000,Standard Class,3.4
CA-2012-138457,2012-09-17 00:00:00.000,Standard Class,0.72
CA-2012-141565,2012-09-24 00:00:00.000,Standard Class,39.15
CA-2012-102260,2012-09-26 00:00:00.000,Standard Class,0.17
CA-2012-120845,2012-10-02 00:00:00.000,Standard Class,1.09
CA-2012-120845,2012-10-02 00:00:00.000,Standard Class,0.45
CA-2012-120845,2012-10-02 00:00:00.000,Standard Class,0.37
CA-2012-125696,2012-10-06 00:00:00.000,Standard Class,0.97
CA-2012-162761,2012-10-13 00:00:00.000,Standard Class,0.86
CA-2012-162761,2012-10-13 00:00:00.000,Standard Class,0.24
CA-2012-105571,2012-11-11 00:00:00.000,Standard Class,1.01
CA-2012-105571,2012-11-11 00:00:00.000,Standard Class,31.73
CA-2012-108259,2012-11-15 00:00:00.000,Standard Class,3.36
CA-2012-113628,2012-11-19 00:00:00.000,Standard Class,0.39
CA-2012-113628,2012-11-19 00:00:00.000,Standard Class,0.37
CA-2012-136147,2012-11-18 00:00:00.000,Standard Class,11.19
CA-2012-163965,2012-11-27 00:00:00.000,Standard Class,9.34
CA-2012-163965,2012-11-27 00:00:00.000,Standard Class,1.1
CA-2012-168459,2012-11-27 00:00:00.000,Standard Class,0.16
CA-2012-123092,2012-12-07 00:00:00.000,Standard Class,13.2
CA-2012-110247,2012-12-08 00:00:00.000,Standard Class,0.31
US-2012-120572,2012-12-15 00:00:00.000,Standard Class,1.26
US-2013-137295,2013-01-13 00:00:00.000,Standard Class,2.66
US-2013-139262,2013-02-25 00:00:00.000,Standard Class,2.61
US-2013-139262,2013-02-25 00:00:00.000,Standard Class,0.51
CA-2013-118178,2013-03-25 00:00:00.000,Standard Class,1.45
US-2013-123750,2013-04-22 00:00:00.000,Standard Class,20.11
US-2013-148901,2013-05-20 00:00:00.000,Standard Class,0.79
US-2013-148901,2013-05-20 00:00:00.000,Standard Class,4.46
US-2013-148901,2013-05-20 00:00:00.000,Standard Class,0.88
US-2013-150567,2013-05-22 00:00:00.000,Standard Class,1.79
US-2013-150567,2013-05-22 00:00:00.000,Standard Class,0.27
CA-2013-108567,2013-05-25 00:00:00.000,Standard Class,0.19
CA-2013-156573,2013-06-03 00:00:00.000,Standard Class,0.83
CA-2013-164574,2013-08-04 00:00:00.000,Standard Class,1.26
CA-2013-118934,2013-08-15 00:00:00.000,Standard Class,0.85
CA-2013-118934,2013-08-15 00:00:00.000,Standard Class,0.3
CA-2013-106950,2013-09-07 00:00:00.000,Standard Class,1.9
CA-2013-106950,2013-09-07 00:00:00.000,Standard Class,1.45
CA-2013-133123,2013-09-12 00:00:00.000,Standard Class,0.19
CA-2013-116232,2013-09-27 00:00:00.000,Standard Class,1.27
US-2013-150357,2013-10-15 00:00:00.000,Standard Class,0.39
CA-2013-136322,2013-10-27 00:00:00.000,Standard Class,1.2
CA-2013-140641,2013-11-03 00:00:00.000,Standard Class,3.05
US-2013-144393,2013-11-05 00:00:00.000,Standard Class,1.29
CA-2013-131968,2013-11-16 00:00:00.000,Standard Class,1.15
CA-2013-123617,2013-12-04 00:00:00.000,Standard Class,0.96
CA-2013-139689,2014-01-04 00:00:00.000,Standard Class,1.17
CA-2013-139689,2014-01-04 00:00:00.000,Standard Class,0.24
US-2014-168690,2014-01-14 00:00:00.000,Standard Class,0.16
CA-2014-127306,2014-01-19 00:00:00.000,Standard Class,0.19
CA-2014-127306,2014-01-19 00:00:00.000,Standard Class,0.52
CA-2014-160423,2014-01-27 00:00:00.000,Standard Class,3.47
CA-2014-126354,2014-02-09 00:00:00.000,Standard Class,0.25
CA-2014-155824,2014-03-16 00:00:00.000,Standard Class,0.38
US-2014-166611,2014-04-03 00:00:00.000,Standard Class,2.96
CA-2014-161592,2014-04-11 00:00:00.000,Standard Class,0.47
US-2014-100930,2014-04-13 00:00:00.000,Standard Class,0.21
US-2014-108315,2014-05-05 00:00:00.000,Standard Class,0.54
CA-2014-151855,2014-06-04 00:00:00.000,Standard Class,1.67
CA-2014-140872,2014-06-11 00:00:00.000,Standard Class,0.29
CA-2014-133928,2014-06-18 00:00:00.000,Standard Class,0.28
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,67.68
US-2014-146878,2014-09-28 00:00:00.000,Standard Class,0.76
CA-2014-134096,2014-09-30 00:00:00.000,Standard Class,1.02
CA-2014-148404,2014-10-12 00:00:00.000,Standard Class,8.56
US-2014-120390,2014-10-27 00:00:00.000,Standard Class,127.1
CA-2014-110310,2014-11-03 00:00:00.000,Standard Class,0.36
CA-2014-100622,2014-11-08 00:00:00.000,Standard Class,0.27
CA-2014-102610,2014-11-09 00:00:00.000,Standard Class,0.27
US-2014-128118,2014-12-02 00:00:00.000,Standard Class,1.72
CA-2014-155089,2014-12-07 00:00:00.000,Standard Class,3.44
US-2014-149510,2014-12-11 00:00:00.000,Standard Class,4.13
CA-2011-137589,2011-11-08 00:00:00.000,Standard Class,15.87
CA-2011-155796,2011-11-15 00:00:00.000,Second Class,2.07
CA-2012-111325,2012-02-28 00:00:00.000,First Class,2.13
CA-2012-125185,2012-03-07 00:00:00.000,Second Class,4.64
CA-2012-119291,2012-05-17 00:00:00.000,First Class,0.2
CA-2012-119291,2012-05-17 00:00:00.000,First Class,48.61
CA-2012-119291,2012-05-17 00:00:00.000,First Class,14.41
CA-2012-119291,2012-05-17 00:00:00.000,First Class,9.17
CA-2012-119291,2012-05-17 00:00:00.000,First Class,4.74
CA-2012-128860,2012-07-05 00:00:00.000,Standard Class,0.94
US-2012-130512,2012-08-25 00:00:00.000,Standard Class,6.32
US-2012-130512,2012-08-25 00:00:00.000,Standard Class,81.6
US-2012-130512,2012-08-25 00:00:00.000,Standard Class,0.4
US-2012-130512,2012-08-25 00:00:00.000,Standard Class,1.51
CA-2012-125178,2012-10-09 00:00:00.000,Standard Class,0.89
US-2013-152051,2013-06-30 00:00:00.000,Standard Class,43.03
CA-2013-122392,2013-07-28 00:00:00.000,Standard Class,1.18
CA-2013-122392,2013-07-28 00:00:00.000,Standard Class,0.28
CA-2013-107783,2013-07-30 00:00:00.000,First Class,1.53
CA-2013-118129,2013-12-22 00:00:00.000,Second Class,51.33
CA-2014-144638,2014-03-15 00:00:00.000,Standard Class,1.54
CA-2014-144638,2014-03-15 00:00:00.000,Standard Class,0.5
CA-2014-144638,2014-03-15 00:00:00.000,Standard Class,0.38
CA-2014-117156,2014-03-24 00:00:00.000,Second Class,1.08
CA-2014-169404,2014-04-15 00:00:00.000,Standard Class,5.54
CA-2014-112004,2014-09-29 00:00:00.000,First Class,8.72
CA-2014-166835,2014-11-15 00:00:00.000,Second Class,11.11
CA-2014-131366,2014-11-30 00:00:00.000,Standard Class,16.47
CA-2011-169684,2011-10-23 00:00:00.000,First Class,10.73
CA-2011-166730,2012-01-01 00:00:00.000,First Class,3.77
CA-2012-109708,2012-05-28 00:00:00.000,Second Class,70.67
CA-2012-156734,2012-06-20 00:00:00.000,First Class,84.5
CA-2012-156734,2012-06-20 00:00:00.000,First Class,2.41
CA-2012-155600,2012-12-07 00:00:00.000,Second Class,3.77
US-2012-131842,2012-12-08 00:00:00.000,First Class,7.34
CA-2013-113292,2013-03-21 00:00:00.000,Second Class,52.99
CA-2013-164784,2013-05-05 00:00:00.000,First Class,0.58
CA-2013-112676,2013-05-09 00:00:00.000,First Class,2.47
CA-2013-119515,2013-08-17 00:00:00.000,First Class,4.78
CA-2013-149783,2013-09-08 00:00:00.000,Second Class,17.92
CA-2013-149783,2013-09-08 00:00:00.000,Second Class,6.98
CA-2013-149783,2013-09-08 00:00:00.000,Second Class,3.37
CA-2013-136231,2013-09-08 00:00:00.000,Second Class,4.35
CA-2013-136231,2013-09-08 00:00:00.000,Second Class,2.86
CA-2013-136231,2013-09-08 00:00:00.000,Second Class,44.15
CA-2013-164350,2013-09-13 00:00:00.000,Second Class,9.67
CA-2013-169334,2013-10-25 00:00:00.000,Second Class,3.41
CA-2014-132213,2014-04-27 00:00:00.000,First Class,3.71
CA-2014-132213,2014-04-27 00:00:00.000,First Class,5.91
CA-2014-145702,2014-05-25 00:00:00.000,Second Class,6.19
CA-2014-145702,2014-05-25 00:00:00.000,Second Class,1.26
CA-2014-160458,2014-05-30 00:00:00.000,Second Class,5.15
CA-2014-122987,2014-08-17 00:00:00.000,Same Day,11.8
CA-2014-101210,2014-08-29 00:00:00.000,Second Class,1.21
CA-2014-101210,2014-08-29 00:00:00.000,Second Class,0.32
US-2014-162558,2014-10-06 00:00:00.000,First Class,2.55
US-2014-162558,2014-10-06 00:00:00.000,First Class,2.42
US-2014-162558,2014-10-06 00:00:00.000,First Class,2.66
US-2014-162558,2014-10-06 00:00:00.000,First Class,3.56
CA-2014-153339,2014-11-06 00:00:00.000,Second Class,1.8
CA-2014-115448,2014-11-15 00:00:00.000,First Class,20.55
CA-2014-165204,2014-11-17 00:00:00.000,Second Class,1.56
CA-2014-165204,2014-11-17 00:00:00.000,Second Class,85.77
US-2011-155544,2011-03-25 00:00:00.000,Standard Class,17.47
US-2011-155544,2011-03-25 00:00:00.000,Standard Class,5.08
US-2011-155544,2011-03-25 00:00:00.000,Standard Class,12.7
CA-2011-155390,2011-12-11 00:00:00.000,Standard Class,4.99
CA-2011-134551,2011-12-25 00:00:00.000,Standard Class,1.56
CA-2011-134551,2011-12-25 00:00:00.000,Standard Class,5.38
CA-2011-134551,2011-12-25 00:00:00.000,Standard Class,5.24
CA-2012-153626,2012-07-14 00:00:00.000,Standard Class,0.36
CA-2012-141565,2012-09-24 00:00:00.000,Standard Class,40.71
CA-2012-120845,2012-10-02 00:00:00.000,Standard Class,1.19
CA-2012-114503,2012-11-17 00:00:00.000,Standard Class,10.11
CA-2012-166975,2012-11-30 00:00:00.000,Standard Class,87.68
CA-2013-125017,2013-02-11 00:00:00.000,Standard Class,19.17
US-2013-159415,2013-04-23 00:00:00.000,Standard Class,7.47
US-2013-147991,2013-05-10 00:00:00.000,Standard Class,1.93
CA-2013-121020,2013-11-01 00:00:00.000,Standard Class,28.22
CA-2014-102736,2014-09-10 00:00:00.000,Standard Class,7.45
CA-2014-102736,2014-09-10 00:00:00.000,Standard Class,2.26
CA-2014-102736,2014-09-10 00:00:00.000,Standard Class,17.62
CA-2014-128769,2014-09-13 00:00:00.000,Standard Class,9.51
CA-2014-103499,2014-11-25 00:00:00.000,Standard Class,31.81
US-2014-128118,2014-12-02 00:00:00.000,Standard Class,6.41
CA-2014-140627,2014-12-28 00:00:00.000,Standard Class,11.72
CA-2014-140627,2014-12-28 00:00:00.000,Standard Class,1.5
CA-2014-140627,2014-12-28 00:00:00.000,Standard Class,24.86
CA-2011-107811,2011-05-03 00:00:00.000,Standard Class,59.11
CA-2011-107811,2011-05-03 00:00:00.000,Standard Class,10.56
US-2011-109162,2011-06-12 00:00:00.000,Standard Class,13.11
CA-2011-152849,2011-07-12 00:00:00.000,Standard Class,0.18
CA-2011-140886,2011-10-04 00:00:00.000,Standard Class,4.32
CA-2011-146731,2011-11-08 00:00:00.000,Standard Class,0.16
CA-2011-146731,2011-11-08 00:00:00.000,Standard Class,11.95
CA-2011-116407,2011-11-21 00:00:00.000,Standard Class,11.65
CA-2011-116407,2011-11-21 00:00:00.000,Standard Class,0.37
CA-2011-116407,2011-11-21 00:00:00.000,Standard Class,0.86
CA-2012-151547,2012-01-23 00:00:00.000,Standard Class,3.12
US-2012-145436,2012-03-04 00:00:00.000,Standard Class,4.89
US-2012-145436,2012-03-04 00:00:00.000,Standard Class,28.62
US-2012-134026,2012-05-02 00:00:00.000,Standard Class,81.61
US-2012-134026,2012-05-02 00:00:00.000,Standard Class,5.04
US-2012-134026,2012-05-02 00:00:00.000,Standard Class,7.31
CA-2012-160696,2012-09-10 00:00:00.000,Standard Class,0.43
CA-2012-102260,2012-09-26 00:00:00.000,Standard Class,0.29
CA-2012-102260,2012-09-26 00:00:00.000,Standard Class,0.86
CA-2012-102260,2012-09-26 00:00:00.000,Standard Class,1.22
CA-2012-102260,2012-09-26 00:00:00.000,Standard Class,39.45
CA-2012-168459,2012-11-27 00:00:00.000,Standard Class,3.87
CA-2012-153038,2012-12-25 00:00:00.000,Standard Class,2.23
CA-2012-153038,2012-12-25 00:00:00.000,Standard Class,5.61
CA-2012-153038,2012-12-25 00:00:00.000,Standard Class,0.96
CA-2012-144288,2012-12-31 00:00:00.000,Standard Class,0.88
CA-2012-144288,2012-12-31 00:00:00.000,Standard Class,0.79
CA-2012-103870,2012-12-31 00:00:00.000,Standard Class,7.93
CA-2012-103870,2012-12-31 00:00:00.000,Standard Class,2.47
CA-2012-103870,2012-12-31 00:00:00.000,Standard Class,0.76
CA-2012-103870,2012-12-31 00:00:00.000,Standard Class,0.3
CA-2012-103870,2012-12-31 00:00:00.000,Standard Class,6.72
CA-2013-166485,2013-02-27 00:00:00.000,Standard Class,0.72
CA-2013-166282,2013-04-23 00:00:00.000,Standard Class,10.97
CA-2013-166282,2013-04-23 00:00:00.000,Standard Class,0.38
CA-2013-156573,2013-06-03 00:00:00.000,Standard Class,4.03
CA-2013-156573,2013-06-03 00:00:00.000,Standard Class,0.28
CA-2013-109743,2013-09-30 00:00:00.000,Standard Class,3.91
CA-2013-109743,2013-09-30 00:00:00.000,Standard Class,3.61
CA-2013-136483,2013-12-07 00:00:00.000,Standard Class,0.29
CA-2013-159989,2013-12-14 00:00:00.000,Standard Class,2.84
US-2013-132857,2013-12-18 00:00:00.000,Standard Class,0.41
CA-2014-127306,2014-01-19 00:00:00.000,Standard Class,1.09
CA-2014-127306,2014-01-19 00:00:00.000,Standard Class,2.96
CA-2014-127306,2014-01-19 00:00:00.000,Standard Class,9.36
US-2014-129224,2014-03-24 00:00:00.000,Standard Class,0.22
US-2014-132031,2014-04-28 00:00:00.000,Standard Class,31.94
US-2014-132031,2014-04-28 00:00:00.000,Standard Class,2.53
US-2014-132031,2014-04-28 00:00:00.000,Standard Class,0.27
US-2014-132031,2014-04-28 00:00:00.000,Standard Class,3.32
CA-2014-104318,2014-05-19 00:00:00.000,Standard Class,2.38
CA-2014-126382,2014-06-08 00:00:00.000,Standard Class,3.33
CA-2014-119284,2014-06-21 00:00:00.000,Standard Class,2.86
CA-2014-119284,2014-06-21 00:00:00.000,Standard Class,5.05
CA-2014-119284,2014-06-21 00:00:00.000,Standard Class,6.9
CA-2014-119284,2014-06-21 00:00:00.000,Standard Class,6.39
CA-2014-119284,2014-06-21 00:00:00.000,Standard Class,11.73
CA-2014-119284,2014-06-21 00:00:00.000,Standard Class,114.65
CA-2014-125745,2014-07-05 00:00:00.000,Standard Class,1.72
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,23.66
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,2.8
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,14.46
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,0.92
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,1.86
CA-2014-128363,2014-08-19 00:00:00.000,Standard Class,0.1
CA-2014-133501,2014-09-02 00:00:00.000,Standard Class,0.35
CA-2014-147228,2014-09-15 00:00:00.000,Standard Class,0.39
CA-2014-147228,2014-09-15 00:00:00.000,Standard Class,10.55
CA-2014-147228,2014-09-15 00:00:00.000,Standard Class,15.64
CA-2014-147228,2014-09-15 00:00:00.000,Standard Class,0.54
CA-2014-145737,2014-09-21 00:00:00.000,Standard Class,7.84
CA-2014-118402,2014-10-05 00:00:00.000,Standard Class,13.31
CA-2014-159100,2014-10-22 00:00:00.000,Standard Class,0.68
CA-2014-102610,2014-11-09 00:00:00.000,Standard Class,0.45
CA-2014-102610,2014-11-09 00:00:00.000,Standard Class,8.98
CA-2014-102610,2014-11-09 00:00:00.000,Standard Class,5.34
US-2014-156083,2014-11-12 00:00:00.000,Standard Class,0.47
CA-2014-108035,2014-12-04 00:00:00.000,Standard Class,26.16
CA-2014-108035,2014-12-04 00:00:00.000,Standard Class,6.74
CA-2014-150910,2014-12-29 00:00:00.000,Standard Class,4.32
CA-2014-150910,2014-12-29 00:00:00.000,Standard Class,1.31
CA-2014-150910,2014-12-29 00:00:00.000,Standard Class,1.87
CA-2014-150910,2014-12-29 00:00:00.000,Standard Class,3.93
CA-2014-127516,2015-01-04 00:00:00.000,Standard Class,6.57
CA-2011-155852,2011-03-07 00:00:00.000,Second Class,1.05
CA-2011-157609,2011-03-21 00:00:00.000,Second Class,60.17
US-2011-130358,2011-06-26 00:00:00.000,First Class,2.71
US-2011-130358,2011-06-26 00:00:00.000,First Class,0.44
CA-2011-152254,2011-06-30 00:00:00.000,Same Day,52.26
CA-2011-142951,2011-10-08 00:00:00.000,Same Day,2.94
CA-2011-121286,2011-11-08 00:00:00.000,Second Class,2.82
CA-2011-121286,2011-11-08 00:00:00.000,Second Class,0.64
CA-2011-164910,2011-11-17 00:00:00.000,Second Class,1.02
CA-2012-110345,2012-03-11 00:00:00.000,Second Class,0.9
US-2012-113327,2012-05-29 00:00:00.000,Second Class,1.97
US-2012-113327,2012-05-29 00:00:00.000,Second Class,17.59
US-2012-113327,2012-05-29 00:00:00.000,Second Class,0.33
US-2012-113327,2012-05-29 00:00:00.000,Second Class,26.44
CA-2012-136224,2012-05-31 00:00:00.000,Same Day,2.57
CA-2012-140718,2012-07-04 00:00:00.000,First Class,18.23
CA-2012-140718,2012-07-04 00:00:00.000,First Class,2.23
CA-2012-140718,2012-07-04 00:00:00.000,First Class,14.91
CA-2012-116750,2012-07-10 00:00:00.000,Second Class,0.2
CA-2012-133396,2012-08-15 00:00:00.000,First Class,15.72
CA-2012-161445,2012-09-09 00:00:00.000,Second Class,7.1
CA-2012-102778,2012-11-24 00:00:00.000,First Class,4.92
CA-2012-141327,2012-12-03 00:00:00.000,First Class,89.81
